"year","month","Portal","JRN_ecotone3","JRN_ecotone9","JRN_ecotone12","JRN_SMES_blackgrama","JRN_SMES_creosote","SEV_5pgrass","SEV_5plarrea","SEV_blugrama","SEV_goatdraw","SEV_rsgrass","SEV_rslarrea","SEV_savanna","SEV_two22","SGS"
"1995","01",0.132041776,0.108629706,0.1136199615,0.107843086,0.1114110295,0.1346544885,0.107282136,0.11528615925,0.10191322125,0.3059504285,0.0943428506666667,0.0712620063333333,0.1542778585,0.153405794666667,NA
"1995","02",0.22677533025,0.108109303,0.11737258,NA,0.119282562,NA,0.1065124065,0.115715754,0.103198453,NA,0.0907081525,0.088028334,NA,0.134982373,NA
"1995","03",0.324637385,0.14680276,0.145327315,0.121171908,0.1522110405,0.1772838625,0.104802273,0.111622341,0.118626793,0.211351346,0.0939181765,0.0910957675,0.161618717,0.131051785,NA
"1995","04",0.265294823,0.16318865775,0.154440975333333,0.1402705985,0.1587268525,0.170571489,0.125487259,0.131218283,0.167247366333333,0.24966557,0.110596995666667,0.105124010333333,0.188902947,0.138007562666667,0.264570088
"1995","05",0.1925138525,0.140571372,0.1464842115,0.1249542545,0.1387501925,0.14874103525,0.12792204875,0.1351738325,0.14883170925,0.2369532595,0.1174922105,0.10910944775,0.1678046215,0.13616599125,0.374983787
"1995","06",0.180539182,0.14433261525,0.15514561025,0.1429493815,0.145008308,0.1385051255,0.127767355333333,0.1349583015,0.132954619333333,0.2298019425,0.1219225445,0.113900897,0.149607394,0.13362163625,0.396817903
"1995","07",0.186808763,0.14321693225,0.157004394666667,0.142435981,0.14407269725,0.1480232355,0.145907554,0.134473689333333,0.139127126,0.2374614865,0.114709933666667,0.109958142666667,0.1524352795,0.139928514666667,0.5090705665
"1995","08",0.186961262,0.17186330675,0.1651988695,0.1488795045,0.1588006795,0.1448975615,0.15336989675,0.140022853,0.1484986375,0.2522548165,0.11492889375,0.113746360333333,0.1730005885,0.15863766775,0.485851439
"1995","09",0.203913327,0.20103546575,0.176268604333333,0.172579976,0.174495238,0.16011070825,0.147830476,0.1433658575,0.173170592,0.30136097,0.136985815,0.127274665,0.240286999,0.1625839725,0.338788911
"1995","10",0.2392574255,0.214476871,0.206064502,0.194394565,0.199072589,0.1921715535,0.147543639,0.144931589333333,0.15610541,0.296746856,0.134905335333333,0.125836292666667,0.224059487,0.183045492333333,0.308411282
"1995","12",0.179898341,0.155356455,0.149784517,0.14133255,0.1420638725,0.1700150205,0.130621987,0.140113517,0.128880951,0.323722139,0.11921826,0.11865928,0.1774629,NA,NA
"1996","02",0.1450657235,0.138191675,NA,NA,0.136039608,0.142701239,NA,0.107247342,NA,0.204514441,0.105696423,0.098276462,0.142186952,0.126836107,0.162486857
"1996","03",0.13484615,0.13284178775,0.119757301,0.126321666,0.1327775845,0.127190434,0.113896685,0.1189341345,0.111077143,0.243410326333333,0.103994157,0.100558554,0.137354290666667,0.137893031,0.155719175
"1996","04",0.131555784666667,NA,NA,NA,NA,NA,0.1192352145,0.121486463,0.118761765,0.2327733265,0.109713561,0.1065663035,0.137679764,0.1347899505,NA
"1996","05",0.124800050666667,0.142654461,0.145823538,0.1337298795,0.14245662,0.127269522,0.1150380375,0.11758951175,0.11407803875,0.21612639675,0.11337130075,0.1070223575,0.1279757935,0.129582738,0.283072181
"1996","06",0.127728389,0.144792899,0.1480161885,0.1369968205,0.1427407685,0.125077395,0.120413564,0.124082533,0.120950457333333,0.228528160666667,0.117519066666667,0.112159184333333,0.1327220815,0.14203374,0.4187906585
"1996","07",0.211906498666667,0.155313254666667,0.1771588195,0.141582425,0.169423885333333,0.1701107905,0.197302312,0.193702776666667,0.164850077,0.2797091165,0.1433080805,0.1541443105,0.244084641,NA,NA
"1996","08",0.199985857,0.144268356,0.166123637,0.223430362,NA,0.1652287695,0.1962894095,0.190339683,0.2107555575,0.2873343205,0.139760311,0.145645099,0.2601585925,0.190223635,0.475187405
"1996","09",0.202408999,0.194954838,0.256533265,0.256494058,0.252316043,0.229201925,0.234705813,0.2105230215,0.262077336,0.265657131,0.1346918135,0.154137488,NA,NA,0.445596297
"1996","10",0.197451679,NA,0.174217033,0.191194025,NA,NA,0.1734016325,0.1762792125,0.172583703,0.211709214,0.141663349,0.144386969,0.233332492,NA,0.426049847
"1996","11",0.14442963,0.152759938,0.156648013,0.156768839,0.15365241,0.167513173,0.1262569515,0.1338905765,0.131410998,0.3037334675,0.1097021895,0.109471486,0.1916113945,0.180273704,0.109695259
"1997","01",0.123951896,0.126492433,0.141895005,0.136126835,0.124135982,0.136928776,0.115174654,0.1316071565,0.110663419,0.227482812,0.0989529636666667,0.102852367,0.156247061,0.151516154,NA
"1997","02",0.179879204,NA,NA,NA,NA,NA,0.101258581,0.1143136205,0.09355404,0.273773755,0.087175861,NA,0.151964227,0.153259983,NA
"1997","03",0.210455845,0.123062579,0.120325287333333,0.113703555,0.12828889175,0.11845785575,0.114929745666667,0.123665472333333,0.118398517,0.2461592755,0.105200478,0.101338341333333,0.152396871,0.160571865,NA
"1997","04",0.166945888,0.140588778,0.136139083,0.127781282,0.14775288,0.1278284785,0.113745240333333,0.120033317333333,0.131905511,0.242626522666667,0.105118249666667,0.104477498666667,0.159619513,0.1484378145,0.158459536
"1997","05",0.148272186333333,0.139348651,0.152587792,0.149449905,0.1398223295,0.12234172775,0.133605003333333,0.143125319666667,0.153042641333333,0.235581043,0.133812591666667,0.1273338455,0.179345274666667,0.16552216,0.22223223
"1997","06",0.149891124,0.165959649666667,0.157794948,0.1763803345,0.166989399666667,0.14171260725,0.143111389333333,0.150842910333333,0.1570317945,0.258877551666667,0.137635628333333,0.130828046,0.191809400666667,0.182656654,0.426941434
"1997","07",0.136668318,0.146040424,0.149251453,0.154849594,0.14620334,0.122263286,0.136667549,0.1439737985,0.136670028,0.253112976,0.1217020215,0.1179396,0.1807048555,0.165853487,0.377276492
"1997","08",0.192706362,NA,NA,0.241524531,0.195303819,NA,0.169620332,0.179077881,0.258614407333333,0.304829541666667,0.166036770666667,0.1751043405,0.284706864,0.213730893,0.498521867
"1997","09",0.16888815375,0.1952561025,0.216535655,0.215232767,0.2204723155,0.1707614905,0.171145208,0.1687186215,0.297412604,0.304988154,0.163504574,0.1835518305,0.256007435,NA,0.4548499275
"1997","10",0.151944762,0.164491883,0.177439318,0.181631566,0.17576392,0.143026863,0.1833825445,0.1767411695,0.2428082915,0.30968722,0.162904436333333,0.180977316,0.229454168,0.2105556255,0.345873203
"1997","11",0.119488483,0.124545153,0.126877302,0.123290915,0.1318928345,0.1225618995,0.126881585,0.134691526333333,0.156491212,0.302658372,0.121969689333333,0.125371005,0.197943660666667,0.175694914,0.2468556795
"1997","12",0.122465101666667,0.106955212,0.109894035,0.104291072,0.11253196,0.1138564575,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","01",0.125856849,NA,NA,NA,NA,NA,0.111717447,0.1200422685,0.100500965,0.1902668885,0.0843135253333333,0.087978762,0.09947309,0.093464464,0.149521822
"1998","03",0.152963582,0.107177798666667,0.107801167,0.1011012685,0.110797614,0.10598623825,0.0995168755,0.099006183,0.093988527,0.234728979,0.0863326283333333,0.088272382,0.1353288645,NA,0.163056494
"1998","04",0.1819621425,0.1192753965,0.118090472,0.112456088,0.1204895435,0.1161327435,0.1179644545,0.118854698,0.117496916333333,0.242111777,0.0962445745,0.102532826,0.1452230815,0.139758543,0.2101556295
"1998","05",0.146106229,0.138233579666667,0.1474471455,0.141008439,0.143118179333333,0.12668982,0.15222404975,0.151656749,0.166309575,0.24568529175,0.14261068175,0.1442151105,0.186915270333333,0.167295448,0.386784193
"1998","06",0.14042834275,0.13111299,0.1410272215,0.1356181585,0.13843166725,0.1155061135,0.133459678666667,0.135870396333333,0.143788307666667,0.245753940333333,0.137289664333333,0.131849977666667,0.166133001333333,0.154295825,0.324968284
"1998","07",0.174192811333333,0.13206941975,0.143054732666667,0.140053422,0.135472718,0.12470464775,0.151432587,0.169915836333333,0.155749917,0.2913321405,0.154137881333333,0.158003009,0.245780739,0.1711758055,NA
"1998","08",0.17762692575,0.15604904,0.159024861,0.164855709,0.202527182,0.138288697,0.206868007333333,0.185750175,0.176776388333333,0.3179924,0.162354558,0.158524386333333,0.250372995333333,0.187143862,NA
"1998","09",0.167366843,0.1456693225,0.14033206,0.1527695205,0.155176866,0.1324246375,0.157845306,0.150878921,0.1510790165,0.287158794666667,0.14465084075,0.142062293,0.214834519,0.1674055925,0.35130046
"1998","10",0.1392847955,0.1322247105,0.133086523,0.133855827,0.14673821,0.120731575,0.166366759,0.152781144,0.17051092,0.300980876,0.138991135,0.146415867,0.224351458,NA,0.365208922
"1998","11",0.15965971,0.126631489,0.130430909,0.128143114,0.1363295825,0.120597812,0.118461633,0.120537500666667,0.128316199,0.289476417,0.109567776333333,0.109403878666667,0.171841877,0.161378746,0.20811266
"1998","12",0.2090640895,0.1104069395,0.109528276,0.100385891,0.1125773185,0.11533518175,0.0985912426666667,0.104189541,0.1028838545,0.219180086,0.0903884833333333,0.090706535,0.10235933,0.147705563,0.041698282
"1999","01",0.16980223375,0.116114272,0.1123531705,0.104917668,0.116160778666667,0.108634951,0.1062703915,0.11074202925,0.09772509325,0.311398215,0.0904612603333333,0.0912117153333333,0.156513698,0.146247967666667,0.000124
"1999","02",0.130315158666667,0.11758109725,0.116098012,0.099799577,0.116339728,0.10936354525,0.098820663,0.102061162333333,0.0929974606666667,0.272914587,0.0837581383333333,0.0837243863333333,0.1423989105,0.133368694,0.154521602
"1999","03",0.112053170333333,0.118518307666667,0.1210138255,0.108737949,0.11858813075,0.1149039205,0.09962032075,0.10158862675,0.0959498945,0.241431018,0.0871936926666667,0.087418584,0.134468045,0.116777867666667,0.205734213
"1999","05",0.107843132666667,0.118471237,0.122743326,0.117992537,0.119552556,0.102366415333333,0.0974984805,0.098687096,0.1072300665,0.215720441,0.0910702025,0.088050553,0.130016872,0.1213666745,0.360223637
"1999","07",0.129795213,0.163035074,0.170199556,0.160204931,0.168424545,0.190146066,0.12484482775,0.1157954695,0.131227532333333,0.202741822,0.110335575,0.1087212255,0.1594898215,0.17665404,NA
"1999","08",0.334869693,NA,NA,0.202669463,NA,NA,0.251790397,0.227798436,0.250877475,NA,0.1701119175,0.155067272,0.286315336,0.246443814,0.478731997
"1999","09",0.255846232666667,0.239466516333333,0.221087737666667,0.212872796,0.230241328666667,0.185032759,0.17140948475,0.16983219525,0.19908101725,0.300379174,0.14253126925,0.12676778,0.256036215,0.221589692666667,NA
"1999","10",0.193386197333333,0.179526441,0.165744386666667,0.148307454,0.1688160655,0.1501215805,0.12599371625,0.13107142,0.137380973,0.282817386,0.119803818,0.108662608666667,0.187100252,0.1783569515,0.327793055
"1999","11",0.157731906,0.144387798,0.12775288675,0.122473644,0.1359849725,0.1372022355,0.110553538,0.118225848,0.107750036,0.2844941195,0.0956025003333333,0.0924974536666667,0.166506336,0.163995439,0.234026183
"1999","12",0.133670912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178997085
"2000","01",0.135158492,0.122517424,0.1195946285,0.107858104,0.1212229255,0.121843675,0.0997933435,0.106927895666667,0.0901599595,0.2834508395,0.0901685836666667,0.085355764,0.1527536925,0.139552951333333,0.165516738
"2000","02",0.122787564,0.118998876,0.116689645,0.104636683,0.117508116,0.112886952,0.09710178125,0.10512044725,0.08557596,0.2652449035,0.08645109625,0.081023979,0.1387630905,0.142154877,NA
