"year","month","Portal","JRN_ecotone3","JRN_ecotone9","JRN_ecotone12","JRN_SMES_blackgrama","JRN_SMES_creosote","SEV_5pgrass","SEV_5plarrea","SEV_blugrama","SEV_goatdraw","SEV_rsgrass","SEV_rslarrea","SEV_savanna","SEV_two22","SGS"
"1995","01",0.132041776411429,0.108629705740015,0.113619961248774,0.107843085576767,0.140580824613601,0.108600958209807,0.107282136173926,0.115286159303923,0.101913220979176,0.305950428191388,0.0943428507998344,0.0712620060583561,0.154277858586385,0.15340579434064,NA
"1995","02",0.226775330179968,0.108109302936869,0.117372580483795,NA,NA,NA,0.106512406819047,0.115715754058573,0.103198453097684,NA,0.0907081521326059,0.0880283339260568,NA,0.134982372965718,NA
"1995","03",0.324637385053066,0.146802760122388,0.145327315225942,0.121171907818293,0.147506566650522,0.101138606994965,0.104802273461992,0.111622341418341,0.118626792566179,0.211351345866834,0.0939181764307128,0.0910957675494025,0.161618717327805,0.131051784987414,NA
"1995","04",0.265294823075865,0.163188657821443,0.15444097538333,0.140270598315859,0.161111080502009,0.122460798735955,0.125487259155659,0.131218282873664,0.167247366411848,0.249665570124716,0.110596995674048,0.105124010481066,0.188902946561503,0.13800756240681,0.264570087957986
"1995","05",0.192513852463088,0.140571372346226,0.146484211675206,0.124954254813334,0.147908181865065,0.138096669753847,0.127922048705751,0.135173832442021,0.148831709216031,0.236953259421215,0.117492210629081,0.109109447825371,0.167804621484033,0.136165991332155,0.374983787079131
"1995","06",0.18053918201708,0.144332615448546,0.155145610251685,0.142949381289025,0.137907910283876,0.14037573378565,0.127767355167474,0.134958301603528,0.132954619356221,0.229801942475516,0.121922544586851,0.113900896987113,0.149607393876278,0.133621636253695,0.396817903299216
"1995","07",0.186808762916478,0.143216932450472,0.157004394564546,0.142435981424683,0.151105146686668,0.139991426112887,0.145907553723437,0.13447368925012,0.13912712582029,0.237461486242757,0.114709933603872,0.109958142571987,0.152435279890135,0.139928514582549,0.509070566503075
"1995","08",0.186961262259925,0.171863306608731,0.165198869421286,0.148879504643195,0.201707141385126,0.141630289213499,0.153369896724407,0.140022852975119,0.148498637499492,0.252254816172752,0.114928893877094,0.11374636052892,0.17300058846048,0.158637667728057,0.485851439247405
"1995","09",0.203913327287755,0.201035465914654,0.176268603979533,0.172579976036306,0.191419292225347,0.149295634671971,0.147830475615399,0.143365857287756,0.173170591541597,0.301360969596912,0.136985815217041,0.127274665125759,0.240286999363222,0.162583972423171,0.338788911073133
"1995","10",0.239257425533498,0.214476870925515,0.206064502128638,0.194394564905037,0.196845612723888,0.159647091100852,0.147543638876391,0.144931589666199,0.156105410473733,0.296746856421996,0.134905335361339,0.125836292700756,0.224059487458415,0.183045492233432,0.308411281826132
"1995","12",0.179898340563468,0.15535645487801,0.149784516895293,0.141332550053918,0.163585671570996,0.131528133952536,0.130621986801011,0.140113517052619,0.12888095073259,0.323722138985801,0.119218259786814,0.118659279634349,0.177462899641729,NA,NA
"1996","02",0.145065723016525,0.138191675354188,NA,NA,NA,NA,NA,0.107247342263885,NA,0.20451444062106,0.105696423107079,0.0982764616643139,0.142186951852653,0.126836106852773,0.16248685666848
"1996","03",0.134846150181993,0.132841787523647,0.119757300665827,0.126321666114495,0.12038858061208,0.115787253872189,0.113896685171036,0.118934134778518,0.111077142997512,0.243410326340723,0.103994157145136,0.10055855408439,0.137354290994259,0.137893030873378,0.155719175318143
"1996","04",0.13155578449182,NA,NA,NA,NA,NA,0.119235214306512,0.121486463046812,0.118761765014303,0.232773326656867,0.109713561220312,0.106566303433628,0.137679764208915,0.134789950684214,NA
"1996","05",0.124800050677852,0.142654460912236,0.14582353787027,0.133729879706942,0.126540719940999,0.156723126634594,0.115038037374863,0.117589511569181,0.114078038656624,0.216126396484445,0.113371300908115,0.107022357319635,0.127975793652642,0.12958273811392,0.28307218055944
"1996","06",0.127728389221253,0.144792898798125,0.148016188520155,0.136996820362922,0.126027358291154,0.152326526688075,0.120413564250913,0.124082533007892,0.120950456894855,0.228528160726433,0.117519066529225,0.112159184043901,0.132722081468621,0.142033740458953,0.418790658502639
"1996","07",0.211906498661239,0.155313254808426,0.177158819490785,0.141582424693592,0.175054262768398,0.191884940967266,0.197302311974378,0.19370277642879,0.164850077468768,0.279709116815682,0.143308080933035,0.154144310654202,0.244084641022409,NA,NA
"1996","08",0.199985857241524,0.144268356068931,0.166123637477932,0.223430361856661,NA,0.188323415061655,0.196289409744952,0.190339682567225,0.210755557525462,0.287334320273093,0.139760310954364,0.145645099131916,0.260158592495031,0.190223635227608,0.475187405135295
"1996","09",0.202408998999846,0.194954837851481,0.256533264796684,0.256494058331102,0.232308699830922,0.215363536730094,0.234705812903425,0.210523021332408,0.262077335843314,0.265657131278884,0.134691813731787,0.154137487834542,NA,NA,0.445596296688844
"1996","10",0.197451678745102,NA,0.174217032851991,0.19119402543007,0.208516149605362,0.178291328477464,0.173401632174958,0.176279212540284,0.172583703140244,0.211709213640586,0.141663348849415,0.14438696872151,0.233332492017174,NA,0.426049847285288
"1996","11",0.14442962969942,0.152759937963108,0.156648013293864,0.156768838930386,NA,0.147387234610991,0.126256951622592,0.13389057650322,0.131410998012229,0.303733467520865,0.109702189537871,0.109471486037367,0.191611394295152,0.180273703860333,0.109695258584436
"1997","01",0.123951896023315,0.126492432854185,0.141895004558933,0.136126834706923,0.161240529211014,0.119476391167189,0.115174654243125,0.131607156535756,0.110663418937852,0.227482812063777,0.0989529640469125,0.102852366958896,0.156247061223232,0.151516153814687,NA
"1997","02",0.179879204207401,NA,NA,NA,NA,NA,0.101258581164593,0.114313620540003,0.0935540404027431,0.27377375547326,0.0871758613182337,NA,0.151964227183623,0.153259982894327,NA
"1997","03",0.210455845123888,0.123062578955855,0.120325287181934,0.113703555071647,0.130343985185987,0.112826668044164,0.114929745778621,0.123665472049795,0.118398516910836,0.246159275375642,0.105200478199054,0.10133834135419,0.152396870939952,0.160571864968384,NA
