"year","month","JRN_ecotone3","Portal","JRN_ecotone9","JRN_ecotone12","JRN_SMES_blackgrama","JRN_SMES_creosote","SEV_5pgrass","SEV_5plarrea","SEV_blugrama","SEV_goatdraw","SEV_rsgrass","SEV_rslarrea","SEV_savanna","SEV_two22","SGS"
"2004","01",0.0977516183345321,0.142425736155501,0.10203161509975,0.0984792050948508,0.119715896594553,0.0964113749817418,0.104269508082581,0.12400142773394,0.0971439913646778,0.28484001800504,0.0893076860385293,0.091805353291179,0.122680254217052,0.149199158661903,NA
"2004","02",0.0901766321741517,0.156794283518965,0.0937446257012536,0.0863145135105636,0.101336016371149,0.0945609263286305,0.0938150507363335,0.109653335658996,0.0939615457204885,0.25298457008163,0.0517862182237623,0.0532423287543007,0.135798967335289,0.131834418509871,0.154905800212102
"2004","03",0.0860228887185822,0.208197357910206,0.0896005820215796,0.0832534810979454,0.0990549899472787,0.099045274078682,0.0901714515912656,0.102739143336875,0.10252937301287,0.232474287849409,0.0805650354373862,0.0839652920961726,0.137766947340344,0.122025179556818,0.172333067630639
"2004","04",0.104503738313652,0.14215262114811,0.110928747353577,0.113826341406354,0.148277884125677,0.127708306652826,0.11814966606207,0.124648586821721,0.154861690731829,0.230462988644136,0.106237533206811,0.10731233352449,0.158573182697839,0.123718023930837,0.288243368540902
"2004","05",0.119568582204883,0.129326145659191,0.127478747963906,0.129178207318067,0.152581868056455,0.128652323230298,0.148454888605055,0.149567087654426,0.169936593767443,0.245784975360963,0.125150977663529,0.122555630383636,0.177357587376009,0.159119240336129,NA
"2004","06",0.117961097188323,0.122505524395711,0.127941980680506,0.125747568451082,0.132390142497415,0.110294493877326,0.133366279298401,0.136702975962758,0.138042777676779,0.236188935274393,0.115947898821296,0.111418187124476,0.158567626927766,0.146987412592796,0.298037246649874
"2004","07",0.124046300067126,0.129802137900404,0.128434250193925,0.142364540232488,0.119251287877849,0.109159331390717,0.155846138258403,0.15376817892818,0.204420086209228,0.261007319832942,0.112931335259747,0.110170725066125,0.192762637663464,0.145777602471754,0.352953076008646
"2004","08",NA,0.252997638950825,NA,NA,NA,NA,0.187838856479326,0.180060222631657,0.306058620278009,0.302067056077916,0.128436550960256,0.128695522666055,0.247224571261866,0.202577429633105,0.403179655278973
"2004","09",0.166449840155195,0.217095921884224,0.151543462712954,0.157938572018535,0.179670859784183,0.153139451628845,0.15781897306806,0.154688588357743,0.25929680839734,0.284400354610566,0.12578780473743,0.121163362347022,0.207346064501264,0.202784341410996,0.289104370301718
"2004","10",NA,0.193034647731791,NA,NA,NA,NA,0.125599248576291,0.135353819370714,0.184177185895752,0.260298863791073,0.113223825789919,0.105462116912847,0.188723396069053,0.184596985247777,0.269295218280369
"2004","11",0.12626200306177,0.144918317338974,0.119887625021014,0.112749702799809,0.163341091147523,0.121243355494356,0.118234752283441,0.129921458164739,0.14617679177882,0.303573069036349,0.103421664699154,0.101054957022437,0.185211791261472,0.167960281279777,NA
"2004","12",0.118070577086794,0.152783299904908,0.1063031949697,0.102344407679173,NA,NA,0.117117886022305,0.136153947517797,0.118581171920181,NA,0.101728913602896,0.0998850666380992,0.156910361858688,0.161253883570182,0.00852623801489294
"2005","01",0.110783882471839,0.204973114184446,0.110205625631682,0.091036789278266,NA,0.0932665837964598,0.108772459002594,0.125223395534666,0.105531229947257,0.311152511142453,0.0945761111943117,0.0943933002141414,0.17092609303908,0.155924084053934,0.28056464611198
"2005","02",0.089862761780867,NA,0.103706345890551,NA,0.14947842840122,0.108312250743833,NA,0.106022082728856,NA,NA,0.0902503803920601,0.0883271654450118,NA,0.145020752800633,0.245367115014845
"2005","03",0.145226157170812,0.283797532256904,0.144648654042065,0.0964507655463674,0.152969542448047,0.124921224728376,0.100013582906077,0.110821300587116,0.104945591506669,0.263661304614911,0.0873057194022498,0.0831463387888887,0.142741894481778,0.131623316731073,0.241364188204155
"2005","04",0.167352550698762,0.183519334310837,0.160724379102408,0.124807343627771,0.182775274292534,0.15017190819368,0.125881849750071,0.137503743104938,0.144762085227863,0.245963979366375,0.10744303191569,0.108091185918281,0.158707207065927,0.1483616124647,0.275206446031411
"2005","05",0.163796828363492,0.144485586482168,0.179790935917662,0.158420553401893,0.172256444498821,0.16186079529602,0.152207859749025,0.161516224537236,0.161557862199313,0.236415575672933,0.132215058574301,0.132414344018299,0.175962021096999,0.169217756644111,0.369785625085775
"2005","06",0.162814658443373,0.142369318586188,0.176771798951579,0.172508622708781,0.154679339182946,0.159368745090215,0.138388630487527,0.14602206454087,0.133068050317367,0.236990055063187,0.132654745472105,0.127531875043981,0.15429918992142,0.159528300854176,0.410745774823425
"2005","07",0.158154293077568,0.147770987633387,0.171909842724939,0.161820810373126,0.143930303572076,0.157078234529253,0.131140258983844,0.134312780612006,0.12679368084265,0.238420240545612,0.129225856755269,0.118212240446276,0.149810111966403,0.153644402853584,0.370091410496337
"2005","08",0.154908867538803,0.178709805200633,0.168561962692325,0.153667987446776,0.135451696934436,0.150339724136331,0.140085159761728,0.138435629645979,0.130483230316218,0.24153314872296,0.127004855051442,0.116888084787074,0.14753761157958,0.150122485444132,0.439462572397147
"2005","09",0.158951874087688,0.199573699712167,0.171916188740842,0.155812516235095,0.255195177850736,0.182106856931376,0.210382511864749,0.16549566230137,0.191861843253696,0.275224919255503,0.121553063692848,0.115804782324959,0.231807729847496,0.147524187410021,0.232297493836898
"2005","10",0.138725296091858,0.157274661860208,0.14838810173269,0.134850488540333,0.238579169180515,0.146004133867383,0.184101127852952,0.158738494060472,0.218130606604635,0.307476717815136,0.126111666623294,0.122613597639317,0.241580012120634,0.168714536918846,0.267460646746718
"2005","11",0.124517682232358,0.137638682651377,0.130058066931928,0.11701424631229,NA,0.116451057023907,0.128634179227237,0.126187899691004,0.155008407816397,0.27474404713427,0.113509242001021,0.109090061947666,0.203601001079405,0.130080052116782,0.240370084382145
"2006","01",0.104406682752363,0.107486874333145,0.106311067836393,0.096678415692631,0.144147285351991,0.0879541682239311,0.11963723448036,0.122650093955429,0.11124455782292,0.282626581323788,0.0914101859537413,0.0926007174742939,0.16733527270215,0.14610071685264,NA
"2006","02",0.103259067318782,0.106046980231921,0.108801057156614,0.0977085971964831,0.130090031323304,0.105519640061872,0.112318429771234,0.113269372525764,0.0986903703519505,0.230503360556757,0.0810955179168054,0.0813548217542863,0.150833505263672,NA,0.189598927803794
"2006","03",0.0964265537832395,0.102625256755937,0.101351121539785,0.0935894474706179,0.110810090130205,NA,0.107692755193235,0.10735950771711,0.097422897035047,0.217803952434481,0.0841996665063579,0.0765728505735088,0.131032673905279,0.12081164278391,0.200749099911442
"2006","04",0.102146619171037,0.100497500302438,0.107808829596745,0.0996443285894808,0.115564376312732,0.110637016086432,0.108994822260771,0.106614717271644,0.105197204476734,0.216972655826023,0.0835613859567917,0.0821884424886197,0.125906547514547,0.117801965917699,0.265627383222395
"2006","05",0.106092174758957,0.095698257782822,0.114420170420283,0.106564367036076,0.114137412093686,0.128149283498833,0.110664207147162,0.108375334903138,0.0999464416655811,0.206242334977147,0.0917436673631171,0.0868951272547227,0.120973095005676,0.115522083924334,0.282119125853953
"2006","06",0.106003551223303,0.104763157408373,0.117026803930959,0.112988774350827,0.117266430425235,0.125921809822273,0.112858721301808,0.111830678604459,0.105738327711757,0.207758052033719,0.0967138393198684,0.0908984854011245,0.124377889601516,0.120501687758703,0.243063882845135
"2006","07",0.122784560369742,0.142677445002635,0.123781128937125,0.114355375225491,0.157126448290923,0.122325687957302,0.148184694348187,0.135484075556388,0.111887980561258,0.250968267035779,0.110822669234645,0.116704480319533,0.179344459143843,0.138118277540725,NA
"2006","08",0.282658814854487,NA,0.17250186353149,0.187891155582733,0.200814343390793,0.151499325329228,0.352892551925258,0.244837074601633,0.328553242092516,0.324461840288405,0.183050745601056,0.207732604781184,0.321859353734385,0.236648123981227,0.446769127583507
"2006","09",NA,0.377542416628805,NA,NA,NA,NA,0.258509532298557,0.255567450151205,0.319615594041781,0.332047041075762,0.177197540478261,0.187977978117982,0.322013765091624,0.217770296533305,NA
"2006","10",0.241822950544904,0.250059720507373,0.201433427163253,0.214448458586489,0.28802082282189,0.211062303483424,0.194661174616269,0.20439751904224,NA,NA,0.163552792365348,0.167176742903857,0.224249114781134,0.223019283361695,NA
"2006","11",0.197415218014315,0.219374440353549,0.165824179546874,0.153667828389035,0.22653934531556,0.166911068766007,0.135353386385602,0.148482956574955,0.172341762004068,0.300801683970054,0.130607466111848,0.120589809239919,0.21223345614219,0.185593526567306,0.193161878514719
"2006","12",0.167973601339375,0.156771280346413,0.147367900187502,0.127399220852075,0.169294295258216,0.122980198286509,0.120447478866155,0.134045437986853,0.12718909465391,0.296135395487043,0.109062048008538,0.104242326999476,0.194030826612193,0.171331871500108,0.197870489037316
"2007","01",0.163566769412709,0.126368669755881,0.145535560939481,0.115392261314464,0.147071002184005,0.117060696640645,0.0560741308529195,0.0744920151868473,0.0565556245153524,0.272475008388177,0.106074492395382,0.0914570550771511,NA,0.112748842187599,NA
"2007","02",NA,0.11196182286256,NA,NA,NA,NA,0.106522586576158,0.117275706845068,NA,NA,0.102074027103179,0.0937365270284672,NA,0.150042541011514,NA
"2007","03",0.162986762133194,0.117427986128655,0.140789202381822,0.115487023127811,0.128281625637745,0.118454271017366,0.105303295044088,0.114407865948561,0.0994322380299059,0.253584828881556,0.100795338579568,0.0943569721882581,0.170315100898965,0.145871297241952,0.168125260879005
"2007","04",0.204057270578063,0.127257048673496,0.170125833238273,0.141827016608665,0.13432855481027,0.134544453016806,0.127260254663219,0.138514462245767,0.159503861511074,0.26279722097039,0.110585611678658,0.109781008429046,0.226910484124983,0.156708597265195,0.281196567469209
"2007","05",0.224649090224723,0.135633384756671,0.209421592247747,0.182503055151153,0.158142858714922,0.19138605385149,0.167445129891834,0.172445025674737,0.181449938119768,0.280403032928,0.152209443972884,0.147892083596102,0.231720523093933,0.170203000235404,NA
"2007","06",0.209446172707019,0.142865306396164,0.200239594816149,0.177320610580642,0.159199543576105,0.187392406008625,0.152903875198359,0.15285702107766,0.157401998503706,0.248519674364521,0.148290302802769,0.143185201268324,0.188398027893328,0.153461392332213,0.268502313380573
"2007","07",0.214422403847476,0.1716665211274,0.198230083470087,0.202291756725078,0.16598661123596,0.185240984769475,0.151488644467051,0.147052274980911,0.18010311814539,0.253338976923872,0.148838794513344,0.148369930238625,0.179699499671323,0.158083790568669,0.331807061654128
"2007","08",0.192545570883124,0.370758955313873,0.171753877066175,NA,NA,NA,0.149815194723413,0.141993180727814,0.186314838174566,0.270170715698883,0.137432363515717,0.133135723241079,0.195549037827424,0.147909505315014,0.478100193126742
"2007","09",0.199747285313412,0.330976433320437,0.1850954406036,0.180160063479167,0.197405599187445,0.168274035325797,0.170459004001741,0.167543093520692,0.180303702267706,0.295977154956417,0.154687686602976,0.157415281126151,0.215683862331348,0.162346265635617,0.412346969188815
"2008","02",0.111080325086399,0.110819866272809,0.106528982695224,0.0971579206284236,0.128976189803186,0.0973213294800168,0.0905681103285505,0.100496764610553,0.0792597774844697,0.250289642009081,0.0821013833518812,0.0811529873813605,0.144903549179551,0.122404010052421,NA
"2008","03",0.109898625849971,0.120955840476463,0.107040309296608,0.0957397128203088,0.117723210865646,0.102357412903044,0.0922799543711939,0.100449795230571,0.0849170972027019,0.253093457143451,0.0876348047862096,0.0856876274426029,0.146759971496242,0.121620990790194,0.179533789997423
"2008","04",0.109069105285033,0.11249067922099,0.106800787961873,0.0961349566159998,0.109443090373124,0.104562112377712,0.0883539339600653,0.097780188245169,0.0854298210515871,0.225251941640324,0.0881816998202354,0.0857393458240788,0.126475204000307,0.114290514670254,0.211023884942598
"2008","05",0.123485819730475,0.106876257624855,0.117491631648035,0.104325284929793,0.114111070012568,0.115304301507482,0.0950345790228334,0.0998720289457729,0.0861212695926655,0.215737023224204,0.0957242297728236,0.0937193634464506,0.129687280484834,0.125825572437451,0.32189131709013
"2008","06",0.133052476446512,0.108764664283046,0.129678456554278,0.120282683681834,0.111937936279667,0.11860914591074,0.0950326449831137,0.0997462879891198,0.0871167320272395,0.205541474199763,0.099070543546137,0.0972440525958406,0.121212118516168,0.132526201940205,0.308070309396816
"2008","07",NA,0.18484552824749,NA,NA,NA,NA,0.117243542910998,0.111695097340121,0.0943435097989829,NA,0.104700713412723,0.100561220135805,NA,0.14814632210085,0.36066103586929
"2008","08",NA,0.387553039483191,NA,NA,NA,0.252044379839689,0.242914858619942,0.22105983582537,0.197008717812538,0.32304663985328,0.154525618620282,0.139964725506795,0.316287140525094,0.172566738179226,0.433310302517235
"2008","09",0.273892520386014,0.260985537023574,0.295854100164636,0.283957718016711,0.247572061656208,0.269375544550025,0.20881116238611,0.216000775955334,0.151825879289249,0.294099801550635,0.142159458771111,0.123655426041102,0.232709405539018,0.174035543449981,0.457430701964276
"2008","10",0.17360300424638,0.182333542631889,0.165859897629109,0.152177690454213,0.17744293770316,0.154930095941159,0.14347713065508,0.166212324922352,0.149837088252288,0.294743690337132,0.127901758221221,0.124223670978085,0.19870214429973,0.164469677466826,0.25751713975565
"2008","11",0.151722081154559,0.14114277261047,0.143134343918463,0.132743785245596,0.157575514467721,0.131362816479796,0.1100016762894,0.125132137874943,0.127826590712715,0.27197847277073,0.0943075441400142,0.0900684583146806,0.176521561332978,0.130897977384195,0.204986758262277
"2009","01",0.120019422438127,0.109219198931352,0.115890411224124,0.11180518875347,0.12897755248819,0.0993207701554469,0.10490010959285,0.120411477229841,0.0939219604085287,0.292515432485112,0.0920457520702984,0.0821082359572971,0.168236603528096,0.1598604274134,NA
"2009","02",0.133807096705983,0.102413042220471,0.132263371158355,0.123091088331465,0.137348638675777,0.12492658007968,0.1246008338075,0.135935760727862,0.113873470856678,0.291632855472921,0.106199798048639,0.102632499288179,0.17797857103539,0.14878315257643,0.160744434041674
"2009","03",0.124113808863981,0.0924850644772034,0.125212212657495,0.117042610521382,0.127354987692552,0.121902043946821,0.118238668919972,0.126241340307869,0.111836024545022,0.258833338010274,0.105056790715331,0.0988119800071746,0.162096498748124,0.140648901757113,NA
"2009","04",0.0962519833699817,0.0971735808682974,0.0869988003496781,0.0920076131721136,0.099704673509948,0.121814904211021,0.116110285960531,0.124612145281102,0.113470255607386,0.235263811785244,0.0988060649700636,0.0954289439494063,0.153557735830218,NA,0.210321412394108
"2009","06",0.142913334163554,0.105938922517576,0.147686946786206,0.128864850012672,0.120986069902647,0.142761603517292,0.11507565875736,0.121749319504916,0.115545058090718,0.209767009878573,0.118242247022634,0.112096472166952,0.149228469377937,NA,0.410710220975559
"2009","07",0.15342996977292,0.138978681225624,0.170866909446239,0.15248015896072,0.174715965300499,0.13644641797019,0.15840677869539,0.152510694141761,0.141300977543488,0.256319455641238,0.130312084827008,0.117934098035685,0.245734892208511,0.154215567233156,0.480370383061022
"2009","09",0.198366100467455,0.12839110758955,0.202270541029458,0.169097463301373,0.173433493706599,0.154952151841222,0.153448266022372,0.168740875266985,0.149895864205451,0.297888675830755,0.122028273911104,0.115808079353575,0.242799308570994,0.18886522003418,0.494156314330682
"2009","10",0.181455089704439,0.119135442992472,0.173043837561159,0.163125926442707,0.176294650515224,0.140698526953088,0.149303355112779,0.157935275675568,0.147817497381231,0.298107093922806,0.115205965098985,0.106432135123651,0.226384655148478,0.177495246037513,0.275677986173547
"2009","11",0.146106520918194,0.116852343858622,0.139305072658935,0.129455914167142,0.158222159908307,0.127177366105914,0.127145508249475,0.139910724477181,0.13039719735627,0.299126017647728,0.10481959378029,0.100307282116429,0.2028409740707,0.167515705210993,0.00612304734657016
"2009","12",0.0882137138032038,0.106833934991158,0.0708944026848413,0.0800059590501714,0.0887915625151398,0.0244625635232118,0.123595624924933,0.137884507994868,0.120790219626474,0.21323755998794,0.10131087417967,0.107236021675558,0.182912847528088,0.155885536764345,NA
"2010","01",NA,0.120111049831116,NA,NA,NA,NA,0.12978111838546,0.144054093254453,0.120000906437982,0.239589713563838,0.109993956330973,0.107233320256121,0.166893082173787,0.169054439288644,NA
"2010","02",NA,0.121186914972193,NA,NA,NA,0.103304720536023,0.118547396127817,0.129206973843638,0.109471733989739,NA,0.103609456561355,0.101744952795366,NA,0.126388962801852,NA
"2010","03",0.120293426734703,0.150170541435127,0.108678877965508,0.104667374001608,0.127681561484652,0.113092298641968,0.110210174385934,0.116445881560796,0.102453823101146,0.244142619146326,0.089086842716402,0.0854773331625176,0.151898323045534,0.127543587978103,NA
"2010","04",0.146330967469388,0.199815637554599,0.129958524079325,0.123686864820469,0.192450188941665,0.141136867917483,0.134007888128401,0.139758474446994,0.150199984488469,0.253854561440136,0.108599813089479,0.105982842357706,0.179268919593414,0.160584754713964,0.380338751929287
"2010","05",0.172073038981472,0.168246048759095,0.162927203880665,0.153459602168529,0.178762888502513,0.179496834769951,0.148911478125704,0.151038920617326,0.169019331715786,0.28496787693391,0.127198005617772,0.123150572799033,0.209967412427331,0.178689263641263,0.473036189860076
"2010","06",0.171195205936385,0.155647577688395,0.162913758140103,0.153175722443042,0.16095777986278,0.176517606898445,0.135543253554935,0.140060801113738,0.141387912619365,0.265933438544268,0.12252770869945,0.11811370488021,0.184203132069791,0.169799474505741,0.367911003958611
"2010","07",0.170103299634398,0.157813918545419,0.204015358461321,0.163685400200981,0.177747356025845,0.178187750954443,0.147102273581505,0.142184457261978,0.136366266679964,0.278715015678163,0.134986506003843,0.122093753273043,0.18103031566113,0.167845330231968,0.467516448013815
"2010","08",0.220353267828688,0.174250898891799,0.290914939455967,0.183837833731255,0.228429673123353,0.169703893377214,0.174373104501454,0.188771237272508,0.251144707984726,0.329485640632238,0.157949034653444,0.137383410105676,0.287402421607947,0.246992411274456,0.383350358515766
"2010","09",0.203229873115212,0.170771457684685,0.247588937123905,0.165404417287924,0.216558991600017,0.178828329456641,0.153027097431418,0.159096332097356,0.21002384045896,0.311655413311315,0.140664346594326,0.131896830579056,0.263297161166445,0.230526538510682,0.424558188194434
"2010","10",0.166000673261564,0.154700857261371,0.183262628864628,0.150185864716805,0.174017393045743,0.184396494540662,0.163324750496376,0.158230583030604,0.192592693340352,0.337183824355224,0.143617047176115,0.131419474046485,0.263178169117218,0.208344610663262,0.336879480111995
"2010","11",0.152606501126838,0.13678471948503,0.157752865841835,0.129075496408728,0.164593850056787,0.14861280397209,0.139759623621729,0.147193109556841,0.164612498764853,0.334219273494573,0.115814650064098,0.111591269787037,0.217622969820658,0.189333590800084,0.339681199291946
"2010","12",0.134364350515642,0.132513745088211,0.144798016228931,0.120886796561255,0.154613629055757,0.13746590655533,0.136423158328543,0.146647412704926,0.147097308825003,0.343269880441227,0.110370064443517,0.10970492984906,0.213454004464257,0.191671444538976,NA
"2011","01",0.139556176143858,0.123236483887487,0.149021371456859,0.128542452225848,0.151626329680064,0.135915907575562,0.128682791389116,0.139785852360662,0.131581784924136,0.32099769319113,0.107417592921357,0.106633632757904,0.197623926148249,0.182126916305119,0.215582925013552
"2011","02",0.124525582928025,0.116465939312392,0.125517174346109,0.113777569650777,0.126817103611454,0.122263309553302,0.11075584503254,0.116852208089924,0.10970465833173,0.271942887063884,0.0936649427279971,0.0941699658799698,0.153937910184555,0.150503863796832,NA
"2011","03",0.12284763619271,0.114218522729944,0.127272018391231,0.115849595224567,0.121724082748975,0.127775961554066,0.112047472966884,0.114232805876488,0.11266473115444,0.253664441098502,0.0996749371768764,0.0951829433276657,0.153567656851409,0.145783253403449,0.198376889435451
"2011","04",0.118972967549325,0.108922801207575,0.120491961232074,0.110018929855066,0.113417234089875,0.145683094509218,0.107381165914716,0.108180932223606,0.107787155213772,0.231535113077292,0.0940013660351819,0.0889990877945279,0.140118055712343,0.134777485997407,NA
"2011","05",0.125309329599977,0.111095476367507,0.131318859314407,0.114413738683234,0.116684111891977,0.155868909578503,0.109486037532454,0.108370648137987,0.107743399776129,0.224883305710234,0.0951495131775584,0.0908494091271209,0.135996084701393,0.13307998960733,0.338316824854019
"2011","06",0.108212344603574,0.108343392305655,0.113493680470665,0.107235268642431,0.115793553458951,0.147730330259323,0.103450601691628,0.10372661664359,0.101119626283571,0.218139900937729,0.0955654370021035,0.0878340814251098,0.132053761086047,0.12803627355371,NA
